9:47:5,0.15,-0.19,-0.94
9:47:6,0.11,-0.30,-0.98
9:47:6,0.19,-0.49,-1.04
9:47:6,0.11,-0.49,-0.94
9:47:6,0.12,-0.26,-0.97
9:47:6,0.13,-0.26,-1.02
9:47:6,0.04,-0.37,-0.98
9:47:6,0.11,-0.37,-0.98
9:47:6,0.14,-0.34,-0.96
9:47:6,0.12,-0.37,-0.98
9:47:6,0.12,-0.33,-0.99
9:47:7,0.15,-0.37,-0.98
9:47:7,0.10,-0.36,-0.91
9:47:7,0.12,-0.32,-0.98
9:47:7,0.09,-0.36,-1.01
9:47:7,0.07,-0.38,-0.95
9:47:7,0.07,-0.36,-0.98
9:47:7,0.09,-0.32,-1.05
9:47:7,0.08,-0.34,-1.00
9:47:34,0.21,-0.44,-0.90
9:47:34,0.22,-0.44,-0.92
9:47:34,0.21,-0.44,-0.91
9:47:34,0.21,-0.44,-0.91
9:47:34,0.21,-0.45,-0.91
9:47:34,0.22,-0.45,-0.90
9:47:34,0.21,-0.44,-0.91
9:47:34,0.21,-0.44,-0.91
9:47:34,0.21,-0.46,-0.94
9:47:34,0.21,-0.44,-0.92
9:47:35,0.22,-0.45,-0.91
9:47:35,0.21,-0.44,-0.92
9:47:35,0.22,-0.45,-0.92
9:47:35,0.22,-0.44,-0.91
9:47:35,0.22,-0.44,-0.92
9:47:35,0.22,-0.43,-0.90
9:47:35,0.20,-0.44,-0.91
9:47:35,0.21,-0.44,-0.91
9:47:35,0.21,-0.44,-0.91
10:33:20,0.62,-0.51,-1.09
10:33:20,0.29,-0.57,-1.03
10:33:20,0.26,-0.64,-1.00
10:33:20,0.24,-0.55,-0.93
10:33:20,0.30,-0.48,-0.75
10:33:20,0.27,-0.49,-1.08
10:33:20,0.22,-0.67,-0.94
10:33:20,0.48,-0.30,-0.68
10:33:21,0.36,-0.51,-0.99
10:33:21,0.17,-0.59,-0.96
10:33:21,0.33,-0.52,-0.70
10:33:21,0.26,-0.44,-0.73
10:33:21,0.34,-0.54,-0.94
10:33:21,0.61,-0.54,-0.96
10:33:21,0.27,-0.57,-0.91
10:33:21,0.20,-0.43,-0.84
10:33:21,0.43,-0.38,-0.64
10:33:21,0.32,-0.22,-0.77
10:33:22,0.30,-0.18,-1.07
10:33:23,0.27,-0.43,-0.91
10:33:23,0.26,-0.42,-0.91
10:33:23,0.26,-0.43,-0.92
10:33:23,0.26,-0.42,-0.91
10:33:23,0.26,-0.43,-0.90
10:33:24,0.27,-0.41,-0.90
10:33:24,0.26,-0.42,-0.92
10:33:24,0.26,-0.42,-0.92
10:33:24,0.26,-0.42,-0.90
10:33:24,0.26,-0.43,-0.91
10:33:24,0.27,-0.42,-0.91
10:33:24,0.27,-0.43,-0.90
10:33:24,0.26,-0.42,-0.92
10:33:24,0.27,-0.43,-0.90
10:33:24,0.25,-0.42,-0.90
10:33:25,0.26,-0.42,-0.91
10:33:25,0.26,-0.42,-0.90
10:33:25,0.26,-0.42,-0.90
10:33:25,0.26,-0.42,-0.90
10:36:29,0.25,-0.41,-0.91
10:36:29,0.26,-0.41,-0.91
10:36:29,0.26,-0.42,-0.91
10:36:30,0.26,-0.41,-0.91
10:36:30,0.26,-0.41,-0.91
10:36:30,0.25,-0.41,-0.91
10:36:30,0.26,-0.41,-0.91
10:36:30,0.26,-0.41,-0.92
10:36:30,0.25,-0.41,-0.92
10:36:30,0.27,-0.41,-0.92
10:36:30,0.26,-0.42,-0.90
10:36:30,0.25,-0.42,-0.92
10:36:30,0.26,-0.41,-0.93
10:36:31,0.26,-0.40,-0.92
10:36:31,0.26,-0.41,-0.91
10:36:31,0.26,-0.41,-0.92
