9:9:24,30.1,29.8,32.7,29.2,64,0,3524
9:14:24,29.0,27.5,30.5,28.5,66,0,3530
9:19:26,28.8,28.5,32.0,29.3,70,0,3519
9:24:26,29.7,28.7,32.8,29.5,67,0,3513
9:29:26,29.7,36.1,32.7,27.1,69,0,3535
9:34:26,30.6,36.9,33.5,27.0,67,0,3535
9:39:26,31.0,36.9,33.9,27.1,67,0,3546
9:44:26,31.2,37.0,34.1,27.0,66,0,3551
9:49:26,31.1,37.0,34.3,26.8,65,0,3541
9:54:26,30.9,36.9,34.3,26.8,65,0,3543
9:59:26,30.9,37.0,34.5,26.9,64,0,3543
10:4:26,30.9,36.9,34.5,27.0,64,0,3546
10:9:26,30.8,37.0,34.4,27.0,63,0,3530
10:14:26,31.0,37.0,34.4,26.7,63,0,3535
10:19:26,30.7,36.9,34.2,26.7,63,0,3554
10:24:26,31.2,36.9,33.6,26.4,63,0,3538
10:29:26,30.3,34.9,33.6,27.3,61,0,3543
10:34:26,27.9,29.8,34.0,30.3,61,0,3532
10:39:26,27.1,30.5,36.8,32.0,63,0,3543
10:44:26,28.0,31.8,37.1,33.3,63,0,3538
10:49:26,28.9,31.9,36.4,33.2,62,0,3541
10:54:26,28.4,31.1,35.9,31.9,64,0,3546
10:59:26,28.1,30.8,35.8,31.4,65,0,3532
11:4:26,27.9,30.7,35.7,31.1,65,0,3535
11:9:26,27.8,30.7,35.7,30.8,66,0,3546
11:14:26,27.6,31.5,34.2,29.4,63,0,3538
11:19:26,26.9,29.9,31.3,27.0,61,0,3535
11:24:26,25.8,27.8,30.2,26.4,63,0,3543
11:29:26,25.2,26.6,29.4,26.5,65,0,3554
11:34:26,25.0,26.4,29.6,26.8,66,0,3546
11:39:26,25.0,26.8,31.1,26.1,68,0,3524
11:44:26,26.3,33.3,35.9,29.5,68,0,3530
11:49:26,27.9,34.9,36.7,31.5,65,0,3549
11:54:26,28.7,35.4,37.1,32.4,63,0,3546
11:59:26,29.3,35.8,37.3,33.0,62,0,3549
12:4:26,29.6,36.1,37.4,33.4,61,0,3535
12:9:26,29.7,36.1,37.4,33.4,60,0,3549
12:14:26,29.1,32.4,32.2,30.4,61,0,3543
12:19:26,27.1,28.4,28.3,27.1,61,0,3554
12:24:26,25.0,25.5,25.2,24.1,63,0,3541
12:29:26,23.1,23.0,23.1,21.9,66,0,3541
12:34:26,21.4,21.6,21.8,20.5,69,0,3530
12:39:26,20.4,20.4,20.6,19.5,71,0,3510
12:44:26,19.5,19.6,19.9,18.7,73,0,3519
12:49:26,18.9,19.0,19.1,18.0,75,0,3519
12:54:26,18.3,18.5,18.5,17.6,77,0,3519
12:59:26,18.0,18.1,18.1,17.2,78,0,3497
13:4:26,22.9,20.4,19.4,25.5,87,0,3510
