0:1:43,37.4,34.8,30.4,34.8,49,2134,3513
0:2:43,37.4,34.9,30.5,34.7,49,2134,3505
0:3:43,37.3,34.9,30.4,34.9,49,2134,3513
0:4:43,37.4,34.9,30.4,34.7,49,2134,3502
0:5:42,37.5,34.9,30.4,34.7,49,2134,3519
0:6:42,37.4,34.7,30.4,34.8,49,2134,3513
0:7:42,37.2,34.9,30.5,34.6,49,2134,3516
0:8:42,37.3,34.8,30.5,34.7,49,2134,3521
0:9:42,37.3,34.9,30.5,34.7,49,2134,3513
0:10:42,37.3,34.8,30.5,34.8,49,2134,3505
0:11:41,37.4,34.9,30.3,34.8,49,2134,3519
0:12:41,37.4,34.9,30.3,34.8,49,2134,3513
0:13:41,37.4,34.8,30.5,34.7,49,2134,3508
0:14:41,37.3,34.8,30.3,34.7,49,2134,3516
0:15:41,37.4,34.8,30.4,34.8,49,2134,3510
0:16:41,37.3,34.8,30.5,34.7,49,2134,3521
0:17:40,37.4,34.9,30.3,34.8,49,2134,3519
0:18:40,37.3,34.9,30.4,34.7,49,2134,3527
0:19:40,37.4,34.9,30.3,34.8,49,2134,3516
0:20:40,37.4,34.8,30.4,34.9,49,2134,3508
0:21:40,37.4,34.8,30.5,34.8,49,2134,3521
0:22:40,37.3,34.6,30.6,34.9,49,2158,3508
0:23:39,36.9,33.9,30.8,34.8,50,2104,3508
0:24:39,36.8,33.6,30.9,35.1,49,2060,3510
0:25:39,36.7,33.1,30.9,35.2,49,2060,3516
0:26:39,36.5,32.8,31.0,35.3,49,2000,3513
0:27:39,36.3,32.6,30.9,35.1,49,2000,3527
0:28:39,36.2,32.4,30.9,35.3,49,1975,3527
0:29:39,36.2,32.3,30.8,35.2,49,1950,3521
0:30:39,36.1,32.2,30.7,35.1,49,1925,3505
0:31:39,36.0,32.1,30.7,35.1,50,1910,3513
0:32:39,36.0,32.1,30.6,35.2,50,1885,3519
0:33:39,36.0,31.9,30.6,35.1,50,1859,3521
0:34:39,35.9,31.9,30.7,35.0,50,1859,3513
0:35:39,36.1,31.8,30.6,35.1,50,1840,3516
0:36:39,36.0,31.8,30.4,35.0,50,1840,3510
0:37:39,35.7,31.7,30.4,34.8,50,1813,3505
0:38:39,35.9,31.7,30.3,35.0,50,1813,3521
