0:1:58,36.2,38.3,38.5,38.1,32,0,3510
0:2:58,36.2,38.5,38.5,38.1,32,0,3497
0:3:58,36.3,38.5,38.6,38.1,32,0,3480
0:4:58,36.5,38.5,38.6,38.3,32,0,3508
0:5:58,36.5,38.4,38.6,38.3,32,0,3486
0:6:58,36.5,38.4,38.5,38.5,32,0,3486
0:7:58,36.6,38.5,38.6,38.8,32,0,3497
0:8:58,36.7,38.5,38.6,38.8,32,0,3497
0:9:58,36.8,38.5,38.8,38.8,32,0,3489
0:10:58,36.7,38.5,38.6,38.8,32,0,3497
0:11:58,36.8,38.6,38.7,39.0,32,0,3500
0:12:58,36.8,38.7,38.6,39.0,32,0,3502
0:13:58,36.7,38.6,38.6,38.9,32,0,3510
0:14:58,36.7,38.5,38.8,38.9,32,0,3500
0:15:58,36.9,38.7,38.8,39.0,32,0,3513
0:16:58,36.6,38.5,38.8,39.0,32,0,3500
0:17:58,36.7,38.6,38.8,39.0,32,0,3505
0:18:58,36.6,38.7,38.7,39.1,32,0,3480
0:19:58,36.6,38.6,38.7,39.1,32,0,3489
0:20:58,36.7,38.3,38.8,39.1,32,0,3508
0:21:58,36.7,38.2,38.7,39.0,32,0,3502
0:22:58,36.9,38.0,38.5,39.1,32,0,3505
0:23:58,36.9,37.9,38.6,39.2,32,0,3483
0:24:58,36.8,38.0,38.5,39.2,32,0,3491
0:25:58,36.9,37.9,38.5,39.2,32,0,3497
0:26:58,37.0,38.0,38.4,39.1,32,0,3491
0:27:58,37.0,38.1,38.4,39.1,32,0,3505
0:28:58,36.9,37.9,38.3,39.1,32,0,3502
0:29:58,37.0,38.0,38.4,39.1,32,0,3494
0:30:58,37.0,37.8,38.4,39.1,32,0,3497
0:31:58,37.0,37.9,38.5,39.2,32,0,3475
0:32:58,37.0,37.9,38.3,39.2,32,0,3502
0:33:58,37.0,37.8,38.3,39.1,32,0,3510
0:34:58,37.0,37.8,38.2,39.1,32,0,3494
0:35:58,37.0,37.8,38.2,39.1,32,0,3480
0:36:58,36.9,37.8,38.3,39.2,32,0,3510
0:37:58,36.9,37.8,38.3,39.3,32,0,3475
0:38:59,37.0,37.9,38.3,39.2,32,0,3505
0:39:59,36.9,37.6,38.2,39.1,32,0,3491
0:40:59,36.9,37.7,38.2,39.2,32,0,3502
0:41:59,36.9,37.9,38.2,39.1,32,0,3516
0:42:59,36.8,37.7,38.2,39.2,32,0,3497
0:43:59,36.9,37.8,38.3,39.3,32,0,3497
0:44:59,36.8,37.9,38.3,39.4,32,0,3502
0:45:59,36.8,37.8,38.3,39.2,32,0,3486
0:46:59,36.9,37.9,38.2,39.3,32,0,3500
0:47:59,36.8,38.0,38.3,39.1,32,0,3497
0:48:59,36.7,38.0,38.2,39.3,32,0,3510
0:49:59,36.6,38.2,38.4,39.2,32,0,3505
0:50:59,36.8,38.1,38.4,39.2,32,0,3486
0:51:59,36.7,38.1,38.4,39.0,32,0,3489
0:52:59,36.8,38.1,38.4,38.9,32,0,3510
0:53:59,37.0,38.1,38.4,38.9,32,0,3508
0:54:59,36.8,38.0,38.6,38.7,32,0,3505
0:55:59,36.8,38.0,38.4,38.7,32,0,3508
0:56:59,37.2,37.7,38.4,38.6,32,0,3483
0:57:59,37.2,37.6,38.4,38.7,32,0,3489
0:58:59,37.2,37.6,38.3,38.6,32,0,3500
0:59:59,37.4,37.5,38.3,38.7,32,0,3521
1:0:59,37.4,37.6,38.5,38.8,32,0,3500
1:1:59,37.4,37.6,38.4,38.9,32,0,3486
1:2:59,37.3,37.6,38.5,39.0,32,0,3491
1:3:59,37.3,37.6,38.6,39.0,32,0,3497
1:4:59,37.2,37.6,38.6,39.1,32,0,3502
1:5:59,37.3,37.7,38.6,39.0,32,0,3491
1:6:59,37.0,37.6,38.6,39.2,32,0,3489
1:7:59,37.1,37.7,38.7,39.3,32,0,3497
1:8:59,37.0,37.8,38.6,39.3,32,0,3497
1:9:59,36.9,37.8,38.6,39.4,32,0,3491
1:10:59,37.0,37.8,38.6,39.3,32,0,3510
1:11:59,36.9,37.9,38.6,39.4,32,0,3497
1:12:59,36.9,37.9,38.6,39.5,32,0,3502
1:13:59,36.8,38.0,38.6,39.5,32,0,3494
