0:1:3,37.0,38.3,37.3,35.3,32,0,3349
0:2:3,37.2,38.4,37.3,35.3,32,0,3344
0:3:3,37.0,38.4,37.3,35.3,32,0,3352
0:4:3,37.1,38.4,37.4,35.3,32,0,3349
0:5:3,37.2,38.4,37.5,35.3,32,0,3346
0:6:3,37.2,38.4,37.3,35.4,32,0,3344
0:7:3,37.1,38.4,37.3,35.3,32,0,3363
0:8:3,37.2,38.5,37.2,35.3,32,0,3346
0:9:3,37.0,38.4,37.3,35.4,32,0,3344
0:10:3,37.2,38.3,37.2,35.1,32,0,3355
0:11:3,36.9,38.2,37.3,35.2,32,0,3357
0:12:3,36.7,38.2,37.2,35.1,32,0,3360
0:13:3,36.9,38.2,37.2,35.2,32,0,3333
0:14:3,36.9,38.2,37.0,35.4,32,0,3346
0:15:3,36.9,38.4,36.9,35.3,32,0,3335
0:16:3,36.9,38.4,36.9,35.2,32,0,3355
0:17:3,37.0,38.3,36.7,35.2,32,0,3344
0:18:3,36.9,38.5,36.6,35.2,32,0,3349
0:19:3,36.9,38.4,36.5,35.2,32,0,3349
0:20:3,36.9,38.4,36.5,35.2,32,0,3344
0:21:3,37.1,38.5,36.4,35.2,32,0,3344
0:22:3,37.1,38.5,36.3,35.2,32,0,3346
0:23:3,37.3,38.5,36.1,35.3,32,0,3341
0:24:3,37.3,38.7,36.1,35.3,32,0,3341
0:25:3,37.4,38.6,35.9,35.4,32,0,3341
0:26:3,37.6,38.6,35.7,35.2,32,0,3333
0:27:3,37.5,38.5,35.8,35.4,32,0,3349
0:28:3,37.7,38.6,35.7,35.4,32,0,3338
0:29:3,37.5,38.6,35.6,35.4,32,0,3352
0:30:3,37.7,38.6,35.6,35.4,32,0,3333
0:31:3,37.6,38.7,35.6,35.4,32,0,3368
0:32:3,37.6,38.5,35.5,35.4,32,0,3344
0:33:3,37.6,38.6,35.5,35.4,32,0,3346
0:34:3,37.7,38.6,35.5,35.4,32,0,3344
0:35:3,37.7,38.6,35.5,35.5,32,0,3344
0:36:3,37.7,38.5,35.5,35.5,32,0,3344
0:37:3,37.6,38.5,35.4,35.4,32,0,3333
0:38:3,37.7,38.6,35.4,35.7,32,0,3349
0:39:3,37.7,38.6,35.3,35.5,32,0,3349
0:40:3,37.8,38.5,35.4,35.7,32,0,3341
0:41:3,37.7,38.5,35.4,35.5,32,0,3346
0:42:3,37.6,38.6,35.3,35.6,32,0,3357
0:43:3,37.7,38.5,35.3,35.8,32,0,3352
0:44:3,37.8,38.6,35.4,35.6,32,0,3338
0:45:3,37.8,38.5,35.2,35.7,32,0,3346
0:46:3,37.7,38.6,35.3,35.8,32,0,3360
0:47:3,37.8,38.5,35.3,35.9,32,0,3333
0:48:3,37.8,38.5,35.3,35.9,32,0,3344
0:49:3,37.7,38.5,35.3,35.7,32,0,3346
0:50:3,37.6,38.5,35.4,35.8,32,0,3374
0:51:3,37.8,38.6,35.2,35.7,32,0,3387
0:52:3,37.7,38.6,35.2,35.8,32,0,3387
0:53:3,37.7,38.5,35.3,35.7,32,0,3390
0:54:3,37.8,38.4,35.4,35.8,32,0,3393
0:55:3,37.8,38.5,35.3,35.9,32,0,3393
0:56:3,37.9,38.6,35.3,35.8,32,0,3382
0:57:3,37.9,38.6,35.4,35.9,32,0,3376
0:58:3,37.8,38.4,35.3,35.9,32,0,3376
0:59:3,37.7,38.6,35.3,35.9,32,0,3374
1:0:3,37.7,38.5,35.4,35.9,32,0,3382
1:1:3,37.7,38.5,35.4,35.9,32,0,3371
1:2:3,37.7,38.5,35.3,35.8,32,0,3371
1:3:3,37.7,38.6,35.3,36.0,32,0,3352
1:4:3,37.8,38.6,35.2,36.0,32,0,3357
1:5:3,37.9,38.6,35.3,36.0,32,0,3368
1:6:3,37.9,38.6,35.3,36.1,32,0,3355
1:7:3,37.9,38.5,35.3,36.1,32,0,3371
1:8:3,37.9,38.6,35.3,36.0,32,0,3366
1:9:3,38.0,38.6,35.3,36.1,32,0,3366
1:10:3,38.0,38.5,35.3,36.1,32,0,3366
1:11:3,38.0,38.5,35.3,36.2,32,0,3379
1:12:3,37.9,38.6,35.3,36.4,32,0,3385
1:13:3,37.9,38.5,35.3,36.4,32,0,3382
1:14:3,38.0,38.5,35.4,36.4,32,0,3379
