0:6:36,33.3,31.9,34.3,38.0,32,0,3535
0:11:36,33.2,31.9,34.5,38.0,32,0,3551
0:16:36,33.1,32.1,34.7,38.0,32,0,3543
0:21:36,32.8,32.0,35.7,36.6,32,0,3546
0:26:36,32.3,32.8,37.0,36.2,32,0,3549
0:31:36,32.5,33.2,36.8,36.5,32,0,3554
0:36:36,32.7,33.5,37.2,36.4,32,0,3549
0:41:36,32.6,33.6,37.2,36.6,32,0,3541
0:46:36,32.7,33.6,37.2,36.5,32,0,3546
0:51:36,32.6,33.6,37.2,36.4,32,0,3530
0:56:36,32.6,33.6,37.0,36.4,32,0,3549
1:1:36,32.7,33.6,37.1,36.6,32,0,3549
1:6:36,33.4,33.6,35.9,35.7,32,0,3543
1:11:36,36.3,33.4,33.0,37.5,32,0,3546
1:16:36,36.8,33.6,32.6,37.4,32,0,3543
1:21:36,36.8,33.9,32.6,37.5,32,0,3557
1:26:36,36.9,33.8,32.6,37.3,32,0,3543
1:31:36,37.0,33.9,32.4,36.9,32,0,3560
1:36:36,37.4,33.9,32.3,36.7,32,0,3554
1:41:36,37.2,33.9,32.3,36.7,32,0,3546
1:46:36,37.5,34.0,32.1,36.6,32,0,3535
1:51:36,37.4,34.0,32.1,36.6,32,0,3576
1:56:36,37.4,33.9,32.1,36.4,32,0,3541
2:1:36,37.3,33.9,32.1,36.4,32,0,3543
2:6:36,37.4,33.8,31.9,36.2,32,0,3565
2:11:36,37.4,33.8,32.1,36.1,32,0,3538
2:16:36,36.4,34.1,32.0,34.6,32,0,3551
2:21:36,37.1,34.6,31.6,33.4,32,0,3543
2:26:36,36.9,34.0,31.3,33.0,32,0,3546
2:31:36,36.9,34.0,31.1,33.0,32,0,3546
2:36:36,36.9,34.0,31.2,33.0,32,0,3554
2:41:36,36.9,33.8,31.1,32.5,32,0,3543
2:47:6,36.7,33.9,30.8,32.1,32,0,3497
2:51:38,36.7,33.9,31.0,32.4,32,0,3532
2:56:38,36.9,34.0,30.9,32.5,32,0,3551
3:1:38,36.9,34.2,30.8,33.0,32,0,3554
3:6:38,36.8,34.1,31.1,34.0,32,0,3541
3:11:38,36.7,33.8,31.1,34.3,32,0,3541
3:16:38,36.5,33.9,31.0,33.9,32,0,3546
3:21:38,36.5,34.3,31.1,33.6,32,0,3549
3:26:38,36.5,34.1,31.0,33.6,32,0,3538
3:31:38,35.9,34.1,31.0,33.2,32,0,3546
3:36:38,35.4,33.2,30.7,32.1,32,0,3541
3:41:38,35.9,33.0,30.4,32.6,32,0,3541
3:46:38,35.6,33.0,30.5,32.4,32,0,3551
3:51:38,36.6,33.5,30.8,31.9,32,0,3538
3:56:38,36.8,33.9,31.1,31.7,32,0,3546
4:1:38,33.2,35.5,33.6,31.3,32,0,3549
4:6:38,31.9,36.8,35.3,32.1,32,0,3541
4:11:38,32.0,36.8,35.9,33.0,32,0,3538
4:16:38,32.2,37.0,36.4,33.5,32,0,3541
4:21:38,32.6,37.1,36.6,33.9,32,0,3538
4:26:38,32.7,37.1,36.7,34.2,32,0,3546
4:31:38,32.8,37.0,37.1,34.2,32,0,3543
4:36:38,33.0,37.0,37.1,34.6,32,0,3541
4:41:38,32.9,37.1,37.1,34.8,32,0,3541
4:46:38,32.9,36.9,37.2,34.8,32,0,3565
4:51:38,33.1,37.2,37.4,34.7,32,0,3546
4:56:38,33.2,37.0,37.3,34.9,32,0,3546
5:1:38,33.2,37.1,37.4,34.9,32,0,3546
5:6:38,33.1,37.2,37.4,34.6,32,0,3549
5:11:38,33.1,37.6,37.2,34.5,32,0,3562
5:16:38,33.0,37.3,37.2,34.5,32,0,3549
5:21:38,32.9,37.2,37.0,34.6,32,0,3541
5:26:38,32.9,37.0,37.4,34.7,32,0,3549
5:31:38,32.9,36.6,37.5,35.0,32,0,3554
5:36:38,32.9,37.2,37.0,34.3,32,0,3551
5:41:38,33.0,37.5,36.9,34.0,32,0,3551
5:46:38,32.9,37.0,37.1,34.2,32,0,3541
5:51:38,32.8,35.9,37.5,34.8,32,0,3551
5:56:38,32.8,35.7,37.6,35.0,32,0,3541
6:1:38,32.9,35.0,37.2,35.1,32,0,3524
6:6:38,33.2,35.3,37.6,35.1,32,0,3546
6:11:38,33.5,36.0,38.2,35.3,32,0,3538
6:16:38,33.7,36.4,38.3,35.6,32,0,3535
6:21:38,33.8,36.7,38.5,35.6,32,0,3551
6:26:38,33.8,36.6,38.7,35.6,32,0,3554
6:31:38,29.1,29.6,29.5,28.5,32,0,3546
6:36:38,27.0,27.6,27.8,26.3,32,0,3530
6:41:38,30.7,26.5,26.2,34.2,31,0,3426
6:46:38,30.6,26.6,26.1,30.3,32,0,3527
6:51:38,31.8,28.2,30.9,28.0,32,0,3519
6:56:38,32.3,32.2,29.2,27.3,32,0,3527
7:1:38,29.7,29.8,32.5,31.7,32,0,3530
7:6:38,32.7,30.3,28.8,34.6,32,0,3541
7:11:38,32.3,28.3,28.7,32.4,32,0,3541
7:16:38,35.0,31.6,29.5,30.8,32,0,3541
7:21:38,34.5,32.1,29.8,30.1,32,0,3538
7:26:38,35.7,31.4,29.5,32.5,32,0,3532
7:31:38,31.7,30.0,30.2,35.6,32,0,3532
7:36:38,33.2,30.7,31.8,33.5,32,0,3535
7:41:38,36.9,34.5,32.1,31.8,32,0,3546
7:46:38,36.9,38.1,32.7,32.4,32,0,3538
7:51:38,37.4,38.4,33.1,33.3,32,0,3546
7:56:38,37.5,38.3,33.2,34.6,32,0,3560
8:1:38,37.8,37.0,33.0,35.8,32,0,3538
8:6:38,38.1,36.8,33.3,36.6,32,0,3551
8:11:38,38.2,36.6,33.7,37.1,32,0,3554
8:16:38,38.8,35.5,33.8,37.7,32,0,3549
8:21:38,38.7,34.9,33.9,37.7,32,0,3565
8:26:38,36.9,34.8,36.0,39.0,32,0,3565
8:31:38,35.3,35.8,38.1,39.4,32,0,3549
8:36:38,35.2,36.4,38.5,39.5,32,0,3565
8:41:38,34.5,35.5,35.5,35.8,32,0,3519
8:46:38,35.6,35.4,33.6,34.3,32,0,3532
8:51:38,36.4,36.0,33.8,34.6,32,0,3546
