0:6:28,37.4,38.0,34.0,35.7,32,0,3551
0:11:28,37.5,37.8,33.8,36.0,32,0,3546
0:16:28,36.0,35.5,35.6,37.9,32,0,3527
0:21:28,35.6,35.5,37.5,38.4,32,0,3535
0:26:28,35.5,35.9,38.0,38.6,32,0,3549
0:31:28,35.5,36.1,38.2,38.9,32,0,3551
0:36:28,35.7,36.2,38.3,39.0,32,0,3557
0:41:28,35.3,36.6,38.4,38.4,32,0,3549
0:46:28,35.2,36.9,38.4,38.5,32,0,3565
0:51:28,35.0,36.9,38.5,38.3,32,0,3551
0:56:28,35.0,36.8,38.5,38.1,32,0,3565
1:1:28,34.8,36.7,38.3,37.9,32,0,3576
1:6:28,34.7,36.6,38.4,37.9,32,0,3549
1:11:28,34.7,36.6,38.4,37.7,32,0,3546
1:16:28,34.5,36.7,38.6,37.7,32,0,3538
1:21:28,36.2,34.9,36.8,37.7,32,0,3541
1:26:28,36.8,34.7,36.9,38.3,32,0,3549
1:31:28,36.9,34.8,37.1,38.5,32,0,3557
1:36:28,37.0,34.7,37.3,38.5,32,0,3549
1:41:28,37.0,34.7,37.3,38.6,32,0,3543
1:46:28,36.9,34.6,37.4,38.5,32,0,3546
1:51:28,36.9,34.5,37.2,38.5,32,0,3557
1:56:28,36.6,34.4,37.1,38.6,32,0,3543
2:1:28,36.7,34.5,37.3,38.8,32,0,3549
2:6:28,36.4,34.5,37.3,38.6,32,0,3560
2:11:28,36.0,34.3,37.3,38.6,32,0,3549
2:16:28,36.0,34.4,37.2,38.5,32,0,3568
2:21:28,35.4,34.3,36.6,36.9,32,0,3541
2:26:28,33.9,35.3,37.5,37.4,32,0,3565
2:31:28,34.1,35.9,37.8,36.6,32,0,3543
2:36:28,34.1,36.3,38.0,36.5,32,0,3551
2:41:30,34.3,36.6,38.2,36.4,32,0,3516
2:46:30,34.3,36.6,38.1,36.5,32,0,3554
2:51:30,34.3,36.6,38.0,36.4,32,0,3560
2:56:30,34.4,36.8,38.2,36.6,32,0,3541
3:1:30,34.5,36.6,38.1,36.5,32,0,3546
3:6:30,34.5,36.9,38.2,36.5,32,0,3543
3:11:30,34.6,36.9,38.2,36.5,32,0,3557
3:16:30,34.5,36.8,38.2,36.4,32,0,3549
3:21:30,34.3,36.8,38.2,36.4,32,0,3546
3:26:30,34.3,36.8,38.3,36.3,32,0,3541
3:31:30,35.0,37.0,37.7,35.9,32,0,3549
3:36:30,38.0,37.1,34.4,35.7,32,0,3541
3:41:30,37.6,35.8,34.6,37.9,32,0,3551
3:46:30,36.0,34.5,36.2,39.0,32,0,3532
3:51:30,35.3,34.3,36.9,39.0,32,0,3565
