0:32:9,0.45,-0.88,-0.18
0:32:9,0.42,-0.90,-0.19
0:32:9,0.38,-0.93,-0.18
0:32:9,0.33,-0.94,-0.18
0:32:9,0.30,-0.94,-0.15
0:32:9,0.28,-0.95,-0.17
0:32:10,0.27,-0.96,-0.17
0:32:10,0.20,-0.99,-0.17
0:32:10,0.20,-0.96,-0.32
0:32:10,0.16,-0.98,-0.17
0:32:10,0.15,-1.01,-0.17
0:32:10,0.11,-0.99,-0.18
0:32:10,0.14,-1.02,-0.19
0:32:10,0.08,-0.98,-0.15
0:32:10,0.04,-1.00,-0.14
0:32:10,0.10,-0.97,-0.15
0:32:11,0.02,-1.01,-0.14
0:32:11,0.01,-1.00,-0.14
0:32:11,0.00,-1.00,-0.16
1:42:34,1.00,0.08,-0.24
1:42:34,0.98,0.09,-0.24
1:42:34,0.97,0.08,-0.25
1:42:34,0.97,0.08,-0.25
1:42:34,0.99,0.07,-0.23
1:42:34,0.99,0.08,-0.24
1:42:34,0.97,0.09,-0.22
1:42:34,0.98,0.09,-0.24
1:42:34,0.98,0.09,-0.24
1:42:35,0.99,0.09,-0.24
1:42:35,0.98,0.08,-0.23
1:42:35,0.98,0.08,-0.23
1:42:35,0.98,0.09,-0.24
1:42:35,0.98,0.08,-0.23
1:42:35,0.98,0.08,-0.25
1:42:35,0.98,0.08,-0.23
1:42:35,0.98,0.08,-0.23
1:42:35,0.99,0.07,-0.24
1:42:35,0.98,0.09,-0.23
2:52:48,0.43,-0.90,-0.17
2:52:48,0.45,-0.89,-0.18
2:52:48,0.42,-0.92,-0.20
2:52:49,0.33,-0.94,-0.16
2:52:49,0.29,-0.95,-0.18
2:52:49,0.30,-0.96,-0.07
2:52:49,0.24,-0.93,-0.18
2:52:49,0.22,-0.97,-0.16
2:52:49,0.44,-0.93,-0.36
2:52:49,0.15,-0.97,-0.17
2:52:49,0.14,-0.99,-0.16
2:52:49,0.14,-0.98,-0.15
2:52:49,0.09,-1.00,-0.15
2:52:50,0.08,-1.01,-0.17
2:52:50,0.04,-1.00,-0.15
2:52:50,0.03,-0.99,-0.14
2:52:50,0.03,-0.98,-0.17
2:52:50,0.02,-1.02,-0.15
2:52:50,0.01,-1.01,-0.10
4:3:13,0.99,0.08,-0.24
4:3:13,0.98,0.09,-0.23
4:3:13,0.98,0.07,-0.25
4:3:14,0.98,0.08,-0.23
4:3:14,0.98,0.09,-0.23
4:3:14,0.98,0.08,-0.24
4:3:14,0.98,0.09,-0.24
4:3:14,0.98,0.09,-0.25
4:3:14,0.98,0.09,-0.23
4:3:14,0.99,0.09,-0.24
4:3:14,0.98,0.08,-0.23
4:3:14,0.98,0.08,-0.24
4:3:14,0.98,0.08,-0.23
4:3:15,0.98,0.08,-0.23
4:3:15,0.97,0.07,-0.24
4:3:15,0.99,0.08,-0.22
4:3:15,0.98,0.08,-0.24
4:3:15,0.98,0.08,-0.23
4:3:15,0.98,0.10,-0.23
5:13:27,0.44,-0.89,-0.17
5:13:27,0.43,-0.89,-0.19
5:13:28,0.41,-0.90,-0.18
5:13:28,0.34,-0.93,-0.18
5:13:28,0.29,-0.97,-0.16
5:13:28,0.29,-0.99,-0.15
5:13:28,0.26,-0.95,-0.19
