0:7:7,36.6,37.7,37.0,35.6,100,0,3469
0:12:7,36.7,37.6,37.4,35.8,100,0,3467
0:17:7,36.6,37.6,37.2,35.6,100,0,3448
0:22:7,36.6,37.7,37.4,35.8,100,0,3453
0:27:7,36.7,37.6,37.3,35.9,100,0,3458
0:32:7,36.6,37.2,37.3,36.2,100,0,3448
0:37:7,36.3,36.2,37.3,37.4,100,0,3458
0:42:7,36.5,36.1,37.3,37.6,100,0,3458
0:47:7,36.2,36.0,37.3,37.6,100,0,3448
0:52:7,36.5,36.0,37.4,37.6,100,0,3450
0:57:7,36.5,36.0,37.4,37.7,100,0,3489
1:2:7,36.5,36.2,37.3,37.8,99,0,3453
1:7:7,36.4,36.0,37.5,37.6,100,0,3458
1:12:7,36.5,36.2,37.4,37.7,100,0,3458
1:17:7,36.5,36.1,37.5,37.6,100,0,3458
1:22:7,36.4,36.2,37.5,37.8,100,0,3456
1:27:7,36.6,36.1,37.6,37.7,100,0,3448
1:32:7,36.6,36.1,37.4,37.8,99,0,3448
1:37:7,36.6,36.3,37.4,37.7,100,0,3450
1:42:7,36.7,36.4,37.4,37.4,98,0,3469
1:47:7,36.6,37.4,37.5,36.3,100,0,3461
1:52:7,36.4,37.5,37.5,36.0,100,0,3458
1:57:7,36.7,37.5,37.5,36.2,100,0,3469
2:2:7,36.5,37.5,37.4,36.1,100,0,3483
2:7:7,36.5,37.5,37.5,36.1,100,0,3458
2:12:7,36.5,37.5,37.4,36.0,100,0,3464
2:17:7,36.5,37.5,37.4,36.1,100,0,3448
2:22:7,36.6,37.5,37.4,36.0,100,0,3467
2:27:7,36.5,37.5,37.4,36.1,100,0,3464
2:32:7,36.4,37.6,37.5,36.2,100,0,3461
2:37:7,36.5,37.5,37.5,36.1,100,0,3458
2:42:7,36.5,37.5,37.4,36.0,100,0,3442
2:47:7,36.5,37.5,37.5,36.1,100,0,3467
2:52:7,36.5,37.3,37.4,36.1,100,0,3461
2:57:7,36.4,36.2,37.4,37.4,100,0,3461
3:2:7,36.2,36.1,37.4,37.6,98,0,3453
3:7:7,36.5,36.2,37.6,37.8,98,0,3461
3:12:7,36.6,36.2,37.5,37.8,99,0,3445
3:17:7,36.5,36.2,37.4,37.7,97,0,3458
3:22:7,36.5,36.2,37.5,37.8,98,0,3461
3:27:7,36.5,36.0,37.5,37.8,98,0,3467
3:32:7,36.5,36.2,37.6,37.9,97,0,3458
3:37:7,36.6,36.2,37.4,37.8,97,0,3464
3:42:7,36.7,36.3,37.5,37.8,97,0,3448
3:47:7,36.4,36.3,37.5,37.7,97,0,3461
3:52:7,36.5,36.2,37.6,37.7,97,0,3442
3:57:7,36.6,36.3,37.5,37.8,98,0,3456
4:2:7,36.5,36.2,37.6,37.7,97,0,3478
4:7:7,36.7,37.4,37.7,36.6,100,0,3461
4:12:7,36.5,37.6,37.6,36.1,100,0,3461
4:17:7,36.5,37.5,37.4,36.1,100,0,3467
4:22:7,36.5,37.5,37.5,36.0,100,0,3453
4:27:7,36.4,37.5,37.4,35.9,100,0,3464
4:32:7,36.5,37.5,37.4,36.1,98,0,3456
4:37:7,36.6,37.5,37.5,36.1,98,0,3464
4:42:7,36.6,37.5,37.5,36.0,97,0,3458
4:47:7,36.5,37.6,37.5,36.2,96,0,3453
4:52:7,36.6,37.6,37.6,36.2,96,0,3448
4:57:7,36.7,37.7,37.7,36.3,97,0,3464
5:2:7,36.5,37.6,37.5,36.1,96,0,3453
5:7:7,36.8,37.7,37.7,36.2,94,0,3461
5:12:7,36.7,37.6,37.7,36.4,94,0,3461
5:17:7,36.5,36.6,37.5,37.9,94,0,3464
5:22:7,36.8,36.5,37.6,38.0,92,0,3448
5:27:7,36.9,36.4,37.6,38.2,92,0,3461
5:32:7,36.8,36.6,37.6,38.1,91,0,3464
5:37:7,36.9,36.5,37.6,38.1,91,0,3458
5:42:7,36.9,36.4,37.6,38.1,91,0,3478
5:47:7,36.8,36.4,37.5,38.2,90,0,3448
5:52:7,36.8,36.4,37.6,38.1,90,0,3453
5:57:7,36.8,36.5,37.7,38.1,91,0,3456
6:2:7,36.7,36.4,37.6,38.1,90,0,3458
6:7:7,36.9,36.4,37.5,38.2,89,0,3461
6:12:7,36.7,36.4,37.5,38.0,89,0,3448
6:17:7,36.8,36.7,37.6,38.1,89,0,3461
6:22:7,36.8,36.4,37.6,38.2,89,0,3445
6:27:7,36.8,37.7,37.6,36.7,91,0,3450
6:32:7,36.8,37.8,37.6,36.2,91,0,3458
